Aya Text,Sura Number,Sura Name,Aya Number,Number of Ayat,Aya Words,Aya Word Count,Aya Letter Count,Aya Sequ Order,Order,Sura Name EN,Place,Note
الذى جعل لكم الأرض مهدا وجعل لكم فيها سبلا لعلكم تهتدون,43,الزخرف,10,89,"['الذى', 'جعل', 'لكم', 'الأرض', 'مهدا', 'وجعل', 'لكم', 'فيها', 'سبلا', 'لعلكم', 'تهتدون']",11,55,4335,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
والذى نزل من السماء ماء بقدر فأنشرنا به بلدة ميتا كذلك تخرجون,43,الزخرف,11,89,"['والذى', 'نزل', 'من', 'السماء', 'ماء', 'بقدر', 'فأنشرنا', 'به', 'بلدة', 'ميتا', 'كذلك', 'تخرجون']",12,61,4336,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
والذى خلق الأزوج كلها وجعل لكم من الفلك والأنعم ما تركبون,43,الزخرف,12,89,"['والذى', 'خلق', 'الأزوج', 'كلها', 'وجعل', 'لكم', 'من', 'الفلك', 'والأنعم', 'ما', 'تركبون']",11,57,4337,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
لتستوا على ظهوره ثم تذكروا نعمة ربكم إذا استويتم عليه وتقولوا سبحن الذى سخر لنا هذا وما كنا له مقرنين,43,الزخرف,13,89,"['لتستوا', 'على', 'ظهوره', 'ثم', 'تذكروا', 'نعمة', 'ربكم', 'إذا', 'استويتم', 'عليه', 'وتقولوا', 'سبحن', 'الذى', 'سخر', 'لنا', 'هذا', 'وما', 'كنا', 'له', 'مقرنين']",20,101,4338,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وإنا إلى ربنا لمنقلبون,43,الزخرف,14,89,"['وإنا', 'إلى', 'ربنا', 'لمنقلبون']",4,22,4339,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وجعلوا له من عباده جزءا إن الإنسن لكفور مبين,43,الزخرف,15,89,"['وجعلوا', 'له', 'من', 'عباده', 'جزءا', 'إن', 'الإنسن', 'لكفور', 'مبين']",9,44,4340,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
أم اتخذ مما يخلق بنات وأصفىكم بالبنين,43,الزخرف,16,89,"['أم', 'اتخذ', 'مما', 'يخلق', 'بنات', 'وأصفىكم', 'بالبنين']",7,37,4341,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وإذا بشر أحدهم بما ضرب للرحمن مثلا ظل وجهه مسودا وهو كظيم,43,الزخرف,17,89,"['وإذا', 'بشر', 'أحدهم', 'بما', 'ضرب', 'للرحمن', 'مثلا', 'ظل', 'وجهه', 'مسودا', 'وهو', 'كظيم']",12,57,4342,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
أومن ينشؤا فى الحلية وهو فى الخصام غير مبين,43,الزخرف,18,89,"['أومن', 'ينشؤا', 'فى', 'الحلية', 'وهو', 'فى', 'الخصام', 'غير', 'مبين']",9,43,4343,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وجعلوا الملئكة الذين هم عبد الرحمن إنثا أشهدوا خلقهم ستكتب شهدتهم ويسٔلون,43,الزخرف,19,89,"['وجعلوا', 'الملئكة', 'الذين', 'هم', 'عبد', 'الرحمن', 'إنثا', 'أشهدوا', 'خلقهم', 'ستكتب', 'شهدتهم', 'ويسٔلون']",12,73,4344,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وقالوا لو شاء الرحمن ما عبدنهم ما لهم بذلك من علم إن هم إلا يخرصون,43,الزخرف,20,89,"['وقالوا', 'لو', 'شاء', 'الرحمن', 'ما', 'عبدنهم', 'ما', 'لهم', 'بذلك', 'من', 'علم', 'إن', 'هم', 'إلا', 'يخرصون']",15,66,4345,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
أم ءاتينهم كتبا من قبله فهم به مستمسكون,43,الزخرف,21,89,"['أم', 'ءاتينهم', 'كتبا', 'من', 'قبله', 'فهم', 'به', 'مستمسكون']",8,39,4346,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
بل قالوا إنا وجدنا ءاباءنا على أمة وإنا على ءاثرهم مهتدون,43,الزخرف,22,89,"['بل', 'قالوا', 'إنا', 'وجدنا', 'ءاباءنا', 'على', 'أمة', 'وإنا', 'على', 'ءاثرهم', 'مهتدون']",11,57,4347,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وكذلك ما أرسلنا من قبلك فى قرية من نذير إلا قال مترفوها إنا وجدنا ءاباءنا على أمة وإنا على ءاثرهم مقتدون,43,الزخرف,23,89,"['وكذلك', 'ما', 'أرسلنا', 'من', 'قبلك', 'فى', 'قرية', 'من', 'نذير', 'إلا', 'قال', 'مترفوها', 'إنا', 'وجدنا', 'ءاباءنا', 'على', 'أمة', 'وإنا', 'على', 'ءاثرهم', 'مقتدون']",21,104,4348,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
قل أولو جئتكم بأهدى مما وجدتم عليه ءاباءكم قالوا إنا بما أرسلتم به كفرون,43,الزخرف,24,89,"['قل', 'أولو', 'جئتكم', 'بأهدى', 'مما', 'وجدتم', 'عليه', 'ءاباءكم', 'قالوا', 'إنا', 'بما', 'أرسلتم', 'به', 'كفرون']",14,72,4349,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فانتقمنا منهم فانظر كيف كان عقبة المكذبين,43,الزخرف,25,89,"['فانتقمنا', 'منهم', 'فانظر', 'كيف', 'كان', 'عقبة', 'المكذبين']",7,41,4350,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وإذ قال إبرهيم لأبيه وقومه إننى براء مما تعبدون,43,الزخرف,26,89,"['وإذ', 'قال', 'إبرهيم', 'لأبيه', 'وقومه', 'إننى', 'براء', 'مما', 'تعبدون']",9,47,4351,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
إلا الذى فطرنى فإنه سيهدين,43,الزخرف,27,89,"['إلا', 'الذى', 'فطرنى', 'فإنه', 'سيهدين']",5,26,4352,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وجعلها كلمة باقية فى عقبه لعلهم يرجعون,43,الزخرف,28,89,"['وجعلها', 'كلمة', 'باقية', 'فى', 'عقبه', 'لعلهم', 'يرجعون']",7,38,4353,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
بل متعت هؤلاء وءاباءهم حتى جاءهم الحق ورسول مبين,43,الزخرف,29,89,"['بل', 'متعت', 'هؤلاء', 'وءاباءهم', 'حتى', 'جاءهم', 'الحق', 'ورسول', 'مبين']",9,48,4354,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولما جاءهم الحق قالوا هذا سحر وإنا به كفرون,43,الزخرف,30,89,"['ولما', 'جاءهم', 'الحق', 'قالوا', 'هذا', 'سحر', 'وإنا', 'به', 'كفرون']",9,43,4355,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وقالوا لولا نزل هذا القرءان على رجل من القريتين عظيم,43,الزخرف,31,89,"['وقالوا', 'لولا', 'نزل', 'هذا', 'القرءان', 'على', 'رجل', 'من', 'القريتين', 'عظيم']",10,52,4356,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
أهم يقسمون رحمت ربك نحن قسمنا بينهم معيشتهم فى الحيوة الدنيا ورفعنا بعضهم فوق بعض درجت ليتخذ بعضهم بعضا سخريا ورحمت ربك خير مما يجمعون,43,الزخرف,32,89,"['أهم', 'يقسمون', 'رحمت', 'ربك', 'نحن', 'قسمنا', 'بينهم', 'معيشتهم', 'فى', 'الحيوة', 'الدنيا', 'ورفعنا', 'بعضهم', 'فوق', 'بعض', 'درجت', 'ليتخذ', 'بعضهم', 'بعضا', 'سخريا', 'ورحمت', 'ربك', 'خير', 'مما', 'يجمعون']",25,134,4357,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولولا أن يكون الناس أمة وحدة لجعلنا لمن يكفر بالرحمن لبيوتهم سقفا من فضة ومعارج عليها يظهرون,43,الزخرف,33,89,"['ولولا', 'أن', 'يكون', 'الناس', 'أمة', 'وحدة', 'لجعلنا', 'لمن', 'يكفر', 'بالرحمن', 'لبيوتهم', 'سقفا', 'من', 'فضة', 'ومعارج', 'عليها', 'يظهرون']",17,92,4358,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولبيوتهم أبوبا وسررا عليها يتكٔون,43,الزخرف,34,89,"['ولبيوتهم', 'أبوبا', 'وسررا', 'عليها', 'يتكٔون']",5,33,4359,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وزخرفا وإن كل ذلك لما متع الحيوة الدنيا والءاخرة عند ربك للمتقين,43,الزخرف,35,89,"['وزخرفا', 'وإن', 'كل', 'ذلك', 'لما', 'متع', 'الحيوة', 'الدنيا', 'والءاخرة', 'عند', 'ربك', 'للمتقين']",12,64,4360,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ومن يعش عن ذكر الرحمن نقيض له شيطنا فهو له قرين,43,الزخرف,36,89,"['ومن', 'يعش', 'عن', 'ذكر', 'الرحمن', 'نقيض', 'له', 'شيطنا', 'فهو', 'له', 'قرين']",11,47,4361,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وإنهم ليصدونهم عن السبيل ويحسبون أنهم مهتدون,43,الزخرف,37,89,"['وإنهم', 'ليصدونهم', 'عن', 'السبيل', 'ويحسبون', 'أنهم', 'مهتدون']",7,44,4362,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
حتى إذا جاءنا قال يليت بينى وبينك بعد المشرقين فبئس القرين,43,الزخرف,38,89,"['حتى', 'إذا', 'جاءنا', 'قال', 'يليت', 'بينى', 'وبينك', 'بعد', 'المشرقين', 'فبئس', 'القرين']",11,58,4363,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولن ينفعكم اليوم إذ ظلمتم أنكم فى العذاب مشتركون,43,الزخرف,39,89,"['ولن', 'ينفعكم', 'اليوم', 'إذ', 'ظلمتم', 'أنكم', 'فى', 'العذاب', 'مشتركون']",9,48,4364,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
أفأنت تسمع الصم أو تهدى العمى ومن كان فى ضلل مبين,43,الزخرف,40,89,"['أفأنت', 'تسمع', 'الصم', 'أو', 'تهدى', 'العمى', 'ومن', 'كان', 'فى', 'ضلل', 'مبين']",11,49,4365,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فإما نذهبن بك فإنا منهم منتقمون,43,الزخرف,41,89,"['فإما', 'نذهبن', 'بك', 'فإنا', 'منهم', 'منتقمون']",6,31,4366,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
أو نرينك الذى وعدنهم فإنا عليهم مقتدرون,43,الزخرف,42,89,"['أو', 'نرينك', 'الذى', 'وعدنهم', 'فإنا', 'عليهم', 'مقتدرون']",7,39,4367,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فاستمسك بالذى أوحى إليك إنك على صرط مستقيم,43,الزخرف,43,89,"['فاستمسك', 'بالذى', 'أوحى', 'إليك', 'إنك', 'على', 'صرط', 'مستقيم']",8,42,4368,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وإنه لذكر لك ولقومك وسوف تسٔلون,43,الزخرف,44,89,"['وإنه', 'لذكر', 'لك', 'ولقومك', 'وسوف', 'تسٔلون']",6,31,4369,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وسٔل من أرسلنا من قبلك من رسلنا أجعلنا من دون الرحمن ءالهة يعبدون,43,الزخرف,45,89,"['وسٔل', 'من', 'أرسلنا', 'من', 'قبلك', 'من', 'رسلنا', 'أجعلنا', 'من', 'دون', 'الرحمن', 'ءالهة', 'يعبدون']",13,65,4370,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولقد أرسلنا موسى بٔايتنا إلى فرعون وملإيه فقال إنى رسول رب العلمين,43,الزخرف,46,89,"['ولقد', 'أرسلنا', 'موسى', 'بٔايتنا', 'إلى', 'فرعون', 'وملإيه', 'فقال', 'إنى', 'رسول', 'رب', 'العلمين']",12,66,4371,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فلما جاءهم بٔايتنا إذا هم منها يضحكون,43,الزخرف,47,89,"['فلما', 'جاءهم', 'بٔايتنا', 'إذا', 'هم', 'منها', 'يضحكون']",7,37,4372,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وما نريهم من ءاية إلا هى أكبر من أختها وأخذنهم بالعذاب لعلهم يرجعون,43,الزخرف,48,89,"['وما', 'نريهم', 'من', 'ءاية', 'إلا', 'هى', 'أكبر', 'من', 'أختها', 'وأخذنهم', 'بالعذاب', 'لعلهم', 'يرجعون']",13,67,4373,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وقالوا يأيه الساحر ادع لنا ربك بما عهد عندك إننا لمهتدون,43,الزخرف,49,89,"['وقالوا', 'يأيه', 'الساحر', 'ادع', 'لنا', 'ربك', 'بما', 'عهد', 'عندك', 'إننا', 'لمهتدون']",11,56,4374,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فلما كشفنا عنهم العذاب إذا هم ينكثون,43,الزخرف,50,89,"['فلما', 'كشفنا', 'عنهم', 'العذاب', 'إذا', 'هم', 'ينكثون']",7,36,4375,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ونادى فرعون فى قومه قال يقوم أليس لى ملك مصر وهذه الأنهر تجرى من تحتى أفلا تبصرون,43,الزخرف,51,89,"['ونادى', 'فرعون', 'فى', 'قومه', 'قال', 'يقوم', 'أليس', 'لى', 'ملك', 'مصر', 'وهذه', 'الأنهر', 'تجرى', 'من', 'تحتى', 'أفلا', 'تبصرون']",17,81,4376,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
أم أنا خير من هذا الذى هو مهين ولا يكاد يبين,43,الزخرف,52,89,"['أم', 'أنا', 'خير', 'من', 'هذا', 'الذى', 'هو', 'مهين', 'ولا', 'يكاد', 'يبين']",11,44,4377,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فلولا ألقى عليه أسورة من ذهب أو جاء معه الملئكة مقترنين,43,الزخرف,53,89,"['فلولا', 'ألقى', 'عليه', 'أسورة', 'من', 'ذهب', 'أو', 'جاء', 'معه', 'الملئكة', 'مقترنين']",11,55,4378,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فاستخف قومه فأطاعوه إنهم كانوا قوما فسقين,43,الزخرف,54,89,"['فاستخف', 'قومه', 'فأطاعوه', 'إنهم', 'كانوا', 'قوما', 'فسقين']",7,41,4379,63,Az-Zukhruf,Medina,"Except 54, from Medina"
فلما ءاسفونا انتقمنا منهم فأغرقنهم أجمعين,43,الزخرف,55,89,"['فلما', 'ءاسفونا', 'انتقمنا', 'منهم', 'فأغرقنهم', 'أجمعين']",6,41,4380,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فجعلنهم سلفا ومثلا للءاخرين,43,الزخرف,56,89,"['فجعلنهم', 'سلفا', 'ومثلا', 'للءاخرين']",4,27,4381,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولما ضرب ابن مريم مثلا إذا قومك منه يصدون,43,الزخرف,57,89,"['ولما', 'ضرب', 'ابن', 'مريم', 'مثلا', 'إذا', 'قومك', 'منه', 'يصدون']",9,41,4382,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وقالوا ءألهتنا خير أم هو ما ضربوه لك إلا جدلا بل هم قوم خصمون,43,الزخرف,58,89,"['وقالوا', 'ءألهتنا', 'خير', 'أم', 'هو', 'ما', 'ضربوه', 'لك', 'إلا', 'جدلا', 'بل', 'هم', 'قوم', 'خصمون']",14,61,4383,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
إن هو إلا عبد أنعمنا عليه وجعلنه مثلا لبنى إسرءيل,43,الزخرف,59,89,"['إن', 'هو', 'إلا', 'عبد', 'أنعمنا', 'عليه', 'وجعلنه', 'مثلا', 'لبنى', 'إسرءيل']",10,49,4384,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولو نشاء لجعلنا منكم ملئكة فى الأرض يخلفون,43,الزخرف,60,89,"['ولو', 'نشاء', 'لجعلنا', 'منكم', 'ملئكة', 'فى', 'الأرض', 'يخلفون']",8,42,4385,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وإنه لعلم للساعة فلا تمترن بها واتبعون هذا صرط مستقيم,43,الزخرف,61,89,"['وإنه', 'لعلم', 'للساعة', 'فلا', 'تمترن', 'بها', 'واتبعون', 'هذا', 'صرط', 'مستقيم']",10,53,4386,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولا يصدنكم الشيطن إنه لكم عدو مبين,43,الزخرف,62,89,"['ولا', 'يصدنكم', 'الشيطن', 'إنه', 'لكم', 'عدو', 'مبين']",7,34,4387,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولما جاء عيسى بالبينت قال قد جئتكم بالحكمة ولأبين لكم بعض الذى تختلفون فيه فاتقوا الله وأطيعون,43,الزخرف,63,89,"['ولما', 'جاء', 'عيسى', 'بالبينت', 'قال', 'قد', 'جئتكم', 'بالحكمة', 'ولأبين', 'لكم', 'بعض', 'الذى', 'تختلفون', 'فيه', 'فاتقوا', 'الله', 'وأطيعون']",17,94,4388,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
إن الله هو ربى وربكم فاعبدوه هذا صرط مستقيم,43,الزخرف,64,89,"['إن', 'الله', 'هو', 'ربى', 'وربكم', 'فاعبدوه', 'هذا', 'صرط', 'مستقيم']",9,43,4389,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فاختلف الأحزاب من بينهم فويل للذين ظلموا من عذاب يوم أليم,43,الزخرف,65,89,"['فاختلف', 'الأحزاب', 'من', 'بينهم', 'فويل', 'للذين', 'ظلموا', 'من', 'عذاب', 'يوم', 'أليم']",11,57,4390,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
هل ينظرون إلا الساعة أن تأتيهم بغتة وهم لا يشعرون,43,الزخرف,66,89,"['هل', 'ينظرون', 'إلا', 'الساعة', 'أن', 'تأتيهم', 'بغتة', 'وهم', 'لا', 'يشعرون']",10,49,4391,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
الأخلاء يومئذ بعضهم لبعض عدو إلا المتقين,43,الزخرف,67,89,"['الأخلاء', 'يومئذ', 'بعضهم', 'لبعض', 'عدو', 'إلا', 'المتقين']",7,40,4392,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
يعباد لا خوف عليكم اليوم ولا أنتم تحزنون,43,الزخرف,68,89,"['يعباد', 'لا', 'خوف', 'عليكم', 'اليوم', 'ولا', 'أنتم', 'تحزنون']",8,40,4393,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
الذين ءامنوا بٔايتنا وكانوا مسلمين,43,الزخرف,69,89,"['الذين', 'ءامنوا', 'بٔايتنا', 'وكانوا', 'مسلمين']",5,34,4394,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ادخلوا الجنة أنتم وأزوجكم تحبرون,43,الزخرف,70,89,"['ادخلوا', 'الجنة', 'أنتم', 'وأزوجكم', 'تحبرون']",5,32,4395,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
يطاف عليهم بصحاف من ذهب وأكواب وفيها ما تشتهيه الأنفس وتلذ الأعين وأنتم فيها خلدون,43,الزخرف,71,89,"['يطاف', 'عليهم', 'بصحاف', 'من', 'ذهب', 'وأكواب', 'وفيها', 'ما', 'تشتهيه', 'الأنفس', 'وتلذ', 'الأعين', 'وأنتم', 'فيها', 'خلدون']",15,82,4396,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وتلك الجنة التى أورثتموها بما كنتم تعملون,43,الزخرف,72,89,"['وتلك', 'الجنة', 'التى', 'أورثتموها', 'بما', 'كنتم', 'تعملون']",7,41,4397,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
لكم فيها فكهة كثيرة منها تأكلون,43,الزخرف,73,89,"['لكم', 'فيها', 'فكهة', 'كثيرة', 'منها', 'تأكلون']",6,31,4398,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
إن المجرمين فى عذاب جهنم خلدون,43,الزخرف,74,89,"['إن', 'المجرمين', 'فى', 'عذاب', 'جهنم', 'خلدون']",6,30,4399,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
لا يفتر عنهم وهم فيه مبلسون,43,الزخرف,75,89,"['لا', 'يفتر', 'عنهم', 'وهم', 'فيه', 'مبلسون']",6,27,4400,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وما ظلمنهم ولكن كانوا هم الظلمين,43,الزخرف,76,89,"['وما', 'ظلمنهم', 'ولكن', 'كانوا', 'هم', 'الظلمين']",6,32,4401,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ونادوا يملك ليقض علينا ربك قال إنكم مكثون,43,الزخرف,77,89,"['ونادوا', 'يملك', 'ليقض', 'علينا', 'ربك', 'قال', 'إنكم', 'مكثون']",8,41,4402,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
لقد جئنكم بالحق ولكن أكثركم للحق كرهون,43,الزخرف,78,89,"['لقد', 'جئنكم', 'بالحق', 'ولكن', 'أكثركم', 'للحق', 'كرهون']",7,38,4403,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
أم أبرموا أمرا فإنا مبرمون,43,الزخرف,79,89,"['أم', 'أبرموا', 'أمرا', 'فإنا', 'مبرمون']",5,26,4404,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
أم يحسبون أنا لا نسمع سرهم ونجوىهم بلى ورسلنا لديهم يكتبون,43,الزخرف,80,89,"['أم', 'يحسبون', 'أنا', 'لا', 'نسمع', 'سرهم', 'ونجوىهم', 'بلى', 'ورسلنا', 'لديهم', 'يكتبون']",11,58,4405,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
قل إن كان للرحمن ولد فأنا أول العبدين,43,الزخرف,81,89,"['قل', 'إن', 'كان', 'للرحمن', 'ولد', 'فأنا', 'أول', 'العبدين']",8,37,4406,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
سبحن رب السموت والأرض رب العرش عما يصفون,43,الزخرف,82,89,"['سبحن', 'رب', 'السموت', 'والأرض', 'رب', 'العرش', 'عما', 'يصفون']",8,40,4407,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فذرهم يخوضوا ويلعبوا حتى يلقوا يومهم الذى يوعدون,43,الزخرف,83,89,"['فذرهم', 'يخوضوا', 'ويلعبوا', 'حتى', 'يلقوا', 'يومهم', 'الذى', 'يوعدون']",8,48,4408,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وهو الذى فى السماء إله وفى الأرض إله وهو الحكيم العليم,43,الزخرف,84,89,"['وهو', 'الذى', 'فى', 'السماء', 'إله', 'وفى', 'الأرض', 'إله', 'وهو', 'الحكيم', 'العليم']",11,54,4409,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وتبارك الذى له ملك السموت والأرض وما بينهما وعنده علم الساعة وإليه ترجعون,43,الزخرف,85,89,"['وتبارك', 'الذى', 'له', 'ملك', 'السموت', 'والأرض', 'وما', 'بينهما', 'وعنده', 'علم', 'الساعة', 'وإليه', 'ترجعون']",13,73,4410,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولا يملك الذين يدعون من دونه الشفعة إلا من شهد بالحق وهم يعلمون,43,الزخرف,86,89,"['ولا', 'يملك', 'الذين', 'يدعون', 'من', 'دونه', 'الشفعة', 'إلا', 'من', 'شهد', 'بالحق', 'وهم', 'يعلمون']",13,63,4411,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
ولئن سألتهم من خلقهم ليقولن الله فأنى يؤفكون,43,الزخرف,87,89,"['ولئن', 'سألتهم', 'من', 'خلقهم', 'ليقولن', 'الله', 'فأنى', 'يؤفكون']",8,44,4412,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
وقيله يرب إن هؤلاء قوم لا يؤمنون,43,الزخرف,88,89,"['وقيله', 'يرب', 'إن', 'هؤلاء', 'قوم', 'لا', 'يؤمنون']",7,32,4413,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
فاصفح عنهم وقل سلم فسوف يعلمون,43,الزخرف,89,89,"['فاصفح', 'عنهم', 'وقل', 'سلم', 'فسوف', 'يعلمون']",6,30,4414,63,Az-Zukhruf,Mecca,"Except 54, from Medina"
حم,44,الدخان,1,59,['حم'],1,2,4415,64,Ad-Dukhaan,Mecca,
والكتب المبين,44,الدخان,2,59,"['والكتب', 'المبين']",2,13,4416,64,Ad-Dukhaan,Mecca,
إنا أنزلنه فى ليلة مبركة إنا كنا منذرين,44,الدخان,3,59,"['إنا', 'أنزلنه', 'فى', 'ليلة', 'مبركة', 'إنا', 'كنا', 'منذرين']",8,39,4417,64,Ad-Dukhaan,Mecca,
فيها يفرق كل أمر حكيم,44,الدخان,4,59,"['فيها', 'يفرق', 'كل', 'أمر', 'حكيم']",5,21,4418,64,Ad-Dukhaan,Mecca,
أمرا من عندنا إنا كنا مرسلين,44,الدخان,5,59,"['أمرا', 'من', 'عندنا', 'إنا', 'كنا', 'مرسلين']",6,28,4419,64,Ad-Dukhaan,Mecca,
رحمة من ربك إنه هو السميع العليم,44,الدخان,6,59,"['رحمة', 'من', 'ربك', 'إنه', 'هو', 'السميع', 'العليم']",7,32,4420,64,Ad-Dukhaan,Mecca,
رب السموت والأرض وما بينهما إن كنتم موقنين,44,الدخان,7,59,"['رب', 'السموت', 'والأرض', 'وما', 'بينهما', 'إن', 'كنتم', 'موقنين']",8,42,4421,64,Ad-Dukhaan,Mecca,
لا إله إلا هو يحى ويميت ربكم ورب ءابائكم الأولين,44,الدخان,8,59,"['لا', 'إله', 'إلا', 'هو', 'يحى', 'ويميت', 'ربكم', 'ورب', 'ءابائكم', 'الأولين']",10,48,4422,64,Ad-Dukhaan,Mecca,
بل هم فى شك يلعبون,44,الدخان,9,59,"['بل', 'هم', 'فى', 'شك', 'يلعبون']",5,18,4423,64,Ad-Dukhaan,Mecca,
فارتقب يوم تأتى السماء بدخان مبين,44,الدخان,10,59,"['فارتقب', 'يوم', 'تأتى', 'السماء', 'بدخان', 'مبين']",6,33,4424,64,Ad-Dukhaan,Mecca,
يغشى الناس هذا عذاب أليم,44,الدخان,11,59,"['يغشى', 'الناس', 'هذا', 'عذاب', 'أليم']",5,24,4425,64,Ad-Dukhaan,Mecca,
ربنا اكشف عنا العذاب إنا مؤمنون,44,الدخان,12,59,"['ربنا', 'اكشف', 'عنا', 'العذاب', 'إنا', 'مؤمنون']",6,31,4426,64,Ad-Dukhaan,Mecca,
أنى لهم الذكرى وقد جاءهم رسول مبين,44,الدخان,13,59,"['أنى', 'لهم', 'الذكرى', 'وقد', 'جاءهم', 'رسول', 'مبين']",7,34,4427,64,Ad-Dukhaan,Mecca,
ثم تولوا عنه وقالوا معلم مجنون,44,الدخان,14,59,"['ثم', 'تولوا', 'عنه', 'وقالوا', 'معلم', 'مجنون']",6,30,4428,64,Ad-Dukhaan,Mecca,
إنا كاشفوا العذاب قليلا إنكم عائدون,44,الدخان,15,59,"['إنا', 'كاشفوا', 'العذاب', 'قليلا', 'إنكم', 'عائدون']",6,35,4429,64,Ad-Dukhaan,Mecca,
يوم نبطش البطشة الكبرى إنا منتقمون,44,الدخان,16,59,"['يوم', 'نبطش', 'البطشة', 'الكبرى', 'إنا', 'منتقمون']",6,34,4430,64,Ad-Dukhaan,Mecca,
ولقد فتنا قبلهم قوم فرعون وجاءهم رسول كريم,44,الدخان,17,59,"['ولقد', 'فتنا', 'قبلهم', 'قوم', 'فرعون', 'وجاءهم', 'رسول', 'كريم']",8,42,4431,64,Ad-Dukhaan,Mecca,
أن أدوا إلى عباد الله إنى لكم رسول أمين,44,الدخان,18,59,"['أن', 'أدوا', 'إلى', 'عباد', 'الله', 'إنى', 'لكم', 'رسول', 'أمين']",9,39,4432,64,Ad-Dukhaan,Mecca,
